[Header]
; AC Transport Data File (default extension .dat)
; Copyright 1998, Quantum Design, Inc. All rights reserved.
TITLE,AC Transport Datafile
FILEOPENTIME,19082565.45,08/10/2022,8:45 am
BYAPP,ACTRANSPORT,2.0,1.1
INFO,PPMS AC Transport Option Release 2.2.5. Build 2,APPNAME
INFO,Cernox-1050,SAMPLE1_MATERIAL
INFO,SN-X180867,SAMPLE1_COMMENT
INFO,1,SAMPLE1_LEAD_SEPARATION
INFO,1,SAMPLE1_CROSS_SECTION
INFO,,SAMPLE2_MATERIAL
INFO,,SAMPLE2_COMMENT
INFO,1,SAMPLE2_LEAD_SEPARATION
INFO,1,SAMPLE2_CROSS_SECTION
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,ACResist,2,4,5,6,7,8,9,10,13,14,15,16,53
FIELDGROUP,ACHall,2,4,5,6,7,8,9,10,17,18,19,20,53
FIELDGROUP,ACIVcurve,2,4,5,6,7,8,9,10,53
FIELDGROUP,ACCritCurrent,2,4,5,6,7,8,9,21,22,23,24,53
STARTUPGROUP,All
STARTUPAXIS,X,2
STARTUPAXIS,Y1,3
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Excitation (mA),Frequency (Hz),Volts ch1,Volts ch2,V Std.Dev. ch1,V Std.Dev. ch2,Res. ch1 (ohm-cm),Res. ch2 (ohm-cm),Res. Std.Dev. ch1,Res. Std.Dev. ch2,Hall ch1 (cm^3/coul),Hall ch2 (cm^3/coul),Hall Std.Dev. ch1,Hall Std.Dev. ch2,Crit.Cur. ch1 (mA),Crit.Cur. ch2 (mA),C.Cur. Std.Dev. ch1,C.Cur. Std.Dev. ch2,ACT Status (code),ACT Gain,2nd Harm. ch1 (dB),2nd Harm. ch2 (dB),3rd Harm. ch1 (dB),3rd Harm. ch2 (dB),Quad.Error ch1 (ohm-cm-rad),Quad.Error ch2 (ohm-cm-rad),Drive Signal ch1 (V),Drive Signal ch2 (V),Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,19106533.235,4370,224.05545,0,0,0.0102198995029309,17,0.000835398937328761,,4.33660050769503E-7,,82.6889638936883,,0.0429242185951051,,,,,,,,,,0,1000,-77.2556123320854,,-74.5498987871838,,0.000246858855045918,,0.000835400187909388,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106545.285,4370,224.2632,0,0,0.0102198995029309,17,0.000834767710498522,,4.30740949801479E-7,,82.6257612071902,,0.0426349086037551,,,,,,,,,,0,1000,-77.3101601448553,,-74.8786318332,,0.000247918978369807,,0.00083476897279711,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106558.305,4370,224.4726,0,0,0.0102198995029309,17,0.000834070176112185,,4.33254440357262E-7,,82.5559206474609,,0.0428832808933747,,,,,,,,,,0,1000,-76.701784228479,,-74.5746741073547,,0.000246483675005168,,0.00083407142488065,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106576.115,4370,224.77365,0,0,0.0102198995029309,17,0.000833115876935108,,4.29526531507268E-7,,82.4603737268252,,0.0425137319708002,,,,,,,,,,0,1000,-76.8239938267654,,-74.0925957047612,,0.000246646903594395,,0.000833117128790365,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106587.905,4370,224.9692,0,0,0.0102198995029309,17,0.000832505887867369,,4.28609675228196E-7,,82.3993013559036,,0.042422624849733,,,,,,,,,,0,1000,-77.3926540086274,,-74.6911405042522,,0.000245905779480136,,0.000832507133122538,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106599.71,4370,225.16605,0,0,0.0102198995029309,17,0.000831944617722477,,4.23934197152965E-7,,82.3431076570514,,0.041959532067935,,,,,,,,,,0,1000,-77.9397848544406,,-74.3922302336316,,0.000246103291442153,,0.000831945865820288,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106622.82,4370,225.55055,0,0,0.0102198995029309,17,0.00083025539201507,,1.46146254579552E-7,,82.1739896653787,,0.0144647090736136,,,,,,,,,,0,5000,-85.2950153896393,,-76.2442272663215,,0.000246246462913324,,0.000830256644107787,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106635.54,4370,225.76715,0,0,0.0102198995029309,17,0.000829925584428937,,4.23206848623587E-7,,82.1409716764554,,0.041886369883223,,,,,,,,,,0,5000,-76.2949728092594,,-74.2920446361564,,0.000244585663572754,,0.000829926820180128,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106647.33,4370,225.95925,0,0,0.0102198995029309,17,0.000829302916332584,,4.23881844293235E-7,,82.0786353999316,,0.0419528152349161,,,,,,,,,,0,5000,-75.773795868918,,-74.3219575836769,,0.000243275243752257,,0.000829304139795582,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106659.19,4370,226.15495,0,0,0.0102198995029309,17,0.00082867794549817,,4.20406245610666E-7,,82.0160696746554,,0.0416084641894287,,,,,,,,,,0,5000,-75.8140599101695,,-74.4995587304145,,0.000244149995817837,,0.00082867917870482,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106671.455,4370,226.36265,0,0,0.0102198995029309,17,0.000828092906727548,,4.20728890319119E-7,,81.9575025238313,,0.0416400595130273,,,,,,,,,,0,5000,-76.151095815145,,-74.747832666107,,0.000243637873534462,,0.000828094135633743,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106683.275,4370,226.56325,0,0,0.0102198995029309,17,0.000827398787796221,,4.29119392131715E-7,,81.8880167915359,,0.042470069322487,,,,,,,,,,0,5000,-76.2185111872562,,-73.8845600731597,,0.000243352938845595,,0.000827400014858224,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106695.065,4370,226.7556,0,0,0.0102198995029309,17,0.000826789087589461,,4.22862973477034E-7,,81.8269830149752,,0.0418505159844735,,,,,,,,,,0,5000,-76.6505460537839,,-74.5286503177729,,0.000243427198386178,,0.000826790316305882,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106707.975,4370,226.9707,0,0,0.0102198995029309,17,0.000826123191059026,,4.22269219468028E-7,,81.7603249081547,,0.0417913664030899,,,,,,,,,,0,5000,-76.7133993190194,,-73.931444709686,,0.000243946864605877,,0.000826124426021787,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106724.425,4370,227.25385,0,0,0.0102198995029309,17,0.000825262274431413,,4.22282411643858E-7,,81.6741465673443,,0.0417921735525733,,,,,,,,,,0,5000,-76.4245416494833,,-73.883121263053,,0.000243276326933239,,0.00082526350389566,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106737.595,4370,227.45915,0,0,0.0102198995029309,17,0.000824586291484241,,4.21852260268515E-7,,81.6064816552589,,0.0417492117972777,,,,,,,,,,0,5000,-76.2992731746013,,-73.897084887532,,0.000242420705874196,,0.000824587513316283,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106749.165,4370,227.6536,0,0,0.0102198995029309,17,0.000823980408893039,,4.18429415635583E-7,,81.5458347645562,,0.0414101171361332,,,,,,,,,,0,5000,-76.0282733101617,,-74.2778196093173,,0.000242670731666457,,0.000823981634146985,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106761.085,4370,227.85835,0,0,0.0102198995029309,17,0.000823360426380591,,4.18081693782787E-7,,81.4837775716258,,0.0413753491815811,,,,,,,,,,0,5000,-76.3613402117556,,-74.147174629295,,0.000242349299293259,,0.000823361649311001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106774.105,4370,228.0779,0,0,0.0102198995029309,17,0.000822747128805669,,4.15445066573476E-7,,81.4223905572516,,0.0411140671707873,,,,,,,,,,0,5000,-76.9908576105623,,-74.5856880302432,,0.000240973230699583,,0.000822748338789105,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106786.39,4370,228.2718,0,0,0.0102198995029309,17,0.000822043342269917,,4.20628165013714E-7,,81.3519474846972,,0.0416266002496136,,,,,,,,,,0,5000,-75.8331452476503,,-74.2600231609017,,0.000241888422259787,,0.000822044562505386,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106803.73,4370,228.5709,0,0,0.0102198995029309,17,0.0008211945395458,,4.21772122336271E-7,,81.2669913477523,,0.0417393179786247,,,,,,,,,,0,5000,-76.672249029172,,-74.0549639924434,,0.000242891606186309,,0.000821195771195356,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106821.565,4370,228.86125,0,0,0.0102198995029309,17,0.000820208888197361,,4.17691178254608E-7,,81.1683406251709,,0.0413348967168842,,,,,,,,,,0,5000,-76.9680257519075,,-73.8408101819044,,0.000240933538893,,0.000820210101525435,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106832.81,4370,229.04745,0,0,0.0102198995029309,17,0.000819619816947411,,4.17977272156674E-7,,81.109383635629,,0.0413628711857258,,,,,,,,,,0,5000,-76.6787581982869,,-74.2684543162291,,0.000240419350340739,,0.000819621025970479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106846.07,4370,229.27025,0,0,0.0102198995029309,17,0.000818935257462425,,4.21606339206035E-7,,81.0408709488744,,0.0417216059700555,,,,,,,,,,0,5000,-76.3715748510132,,-73.9443346344227,,0.000241169283331136,,0.000818936475056744,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106857.47,4370,229.46405,0,0,0.0102198995029309,17,0.00081834281121256,,4.16217314819753E-7,,80.9815782695797,,0.0411879772551128,,,,,,,,,,0,5000,-76.3619761328805,,-74.329912505547,,0.000240629430559906,,0.000818344024239406,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106869.345,4370,229.66175,0,0,0.0102198995029309,17,0.000817716281029988,,4.22994914552543E-7,,80.9188754916623,,0.0418583113159414,,,,,,,,,,0,5000,-75.7420880672214,,-74.1538684346827,,0.000239087011667523,,0.000817717479473378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106881.265,4370,229.85865,0,0,0.0102198995029309,17,0.000817109791344774,,4.16915579662781E-7,,80.8581793922748,,0.0412563712496238,,,,,,,,,,0,5000,-76.7911114901912,,-74.4095021430015,,0.00023992693136068,,0.00081711099911907,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106893.195,4370,230.0595,0,0,0.0102198995029309,17,0.000816498983307586,,4.12558993096828E-7,,80.7970521533042,,0.0408249137854671,,,,,,,,,,0,5000,-76.1543171755934,,-74.4442828821744,,0.000241231199600145,,0.000816500205162105,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106905.105,4370,230.2606,0,0,0.0102198995029309,17,0.000815882125930819,,4.1674936141392E-7,,80.7353205707419,,0.041239220558366,,,,,,,,,,0,5000,-75.8342265224514,,-74.1096523493294,,0.000241049562375083,,0.000815883346868425,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106917.985,4370,230.4671,0,0,0.0102198995029309,17,0.000815225681138811,,4.10830568222402E-7,,80.6696284636869,,0.0406531603679576,,,,,,,,,,0,5000,-76.7622319442886,,-74.2180622865651,,0.00023928080726273,,0.000815226885193122,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106930.27,4370,230.671,0,0,0.0102198995029309,17,0.000814608076432008,,4.12770235468186E-7,,80.6078242743628,,0.0408447479231738,,,,,,,,,,0,5000,-76.1101089138388,,-73.808904376331,,0.00023891998294186,,0.000814609277767859,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106947.865,4370,230.96875,0,0,0.0102198995029309,17,0.000813708608860614,,4.15086010491837E-7,,80.5178157385136,,0.0410733877322437,,,,,,,,,,0,5000,-75.9009707541359,,-74.5112633273906,,0.000239688128178965,,0.000813709819270141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106965.38,4370,231.2491,0,0,0.0102198995029309,17,0.000812815743490588,,4.18356943558457E-7,,80.4284700953985,,0.0413965394931293,,,,,,,,,,0,5000,-76.1163193695811,,-73.8962064060918,,0.000239057376964895,,0.000812816948860622,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106977.425,4370,231.45875,0,0,0.0102198995029309,17,0.000812197098596147,,4.14600555115124E-7,,80.366565949386,,0.0410244921782334,,,,,,,,,,0,5000,-76.670158259223,,-73.8994867615949,,0.000238693376800165,,0.000812198301213597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19106989,4370,231.65815,0,0,0.0102198995029309,17,0.000811611203697505,,4.13197826248591E-7,,80.3079398808756,,0.0408853607829241,,,,,,,,,,0,5000,-76.2183323678407,,-74.3443830716465,,0.000238949618062495,,0.000811612409768421,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107000.825,4370,231.85565,0,0,0.0102198995029309,17,0.000810994417756224,,4.13184067075771E-7,,80.2462238080594,,0.0408836504159575,,,,,,,,,,0,5000,-76.0393276219176,,-74.2480077356104,,0.000237759231719296,,0.000810995612748539,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107012.925,4370,232.0522,0,0,0.0102198995029309,17,0.000810383575657354,,4.10693604859137E-7,,80.1851035204008,,0.040636880477241,,,,,,,,,,0,5000,-76.2926886382547,,-74.377983909139,,0.000238049484228745,,0.000810384774472048,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107025.96,4370,232.27805,0,0,0.0102198995029309,17,0.000809733742515357,,4.15754097954423E-7,,80.1200829613838,,0.0411372295866526,,,,,,,,,,0,5000,-75.9625709957129,,-74.2048042939382,,0.000239478248861531,,0.000809734956737376,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107043.615,4370,232.5587,0,0,0.0102198995029309,17,0.000808841875038114,,4.16213240046462E-7,,80.0308470031465,,0.0411821508887221,,,,,,,,,,0,5000,-76.4193004545077,,-73.8627967664216,,0.00023931672483141,,0.000808843088959794,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107055.255,4370,232.7551,0,0,0.0102198995029309,17,0.000808265499409039,,4.15051254505692E-7,,79.9731788108649,,0.0410668515535103,,,,,,,,,,0,5000,-76.5206553130096,,-74.4081820137712,,0.000236965885068289,,0.000808266690447572,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107067.16,4370,232.9578,0,0,0.0102198995029309,17,0.00080762262912383,,4.09050135137355E-7,,79.9088587060174,,0.0404727150249497,,,,,,,,,,0,5000,-76.2969653305781,,-74.4613302638129,,0.000238662300483878,,0.000807623838238138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107079.21,4370,233.1575,0,0,0.0102198995029309,17,0.000807067975499294,,4.11655856338809E-7,,79.8533657268953,,0.0407302204066831,,,,,,,,,,0,5000,-76.2021671022091,,-74.29811892475,,0.000238282420313105,,0.000807069181595873,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107091.14,4370,233.35695,0,0,0.0102198995029309,17,0.000806486267279362,,4.12474531159137E-7,,79.7951668575533,,0.0408108931464542,,,,,,,,,,0,5000,-75.8147568476513,,-74.0917098376856,,0.000238047521198436,,0.000806487471867398,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107103.57,4370,233.5645,0,0,0.0102198995029309,17,0.000805873103153183,,4.12850632546598E-7,,79.7338218965802,,0.0408477586542064,,,,,,,,,,0,5000,-76.3933550734557,,-73.7660475640151,,0.000236932272287269,,0.00080587429738868,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107116.125,4370,233.77575,0,0,0.0102198995029309,17,0.000805267280416727,,4.09335018540966E-7,,79.6732124401097,,0.0404995810453734,,,,,,,,,,0,5000,-76.8568859492017,,-74.0609144755239,,0.000236938493161748,,0.000805268475613436,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107127.96,4370,233.971,0,0,0.0102198995029309,17,0.000804676027066838,,4.11767444056819E-7,,79.6140615571331,,0.0407399106678157,,,,,,,,,,0,5000,-76.5261295932933,,-73.9424627429049,,0.000238032800562872,,0.000804677234215461,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107145.555,4370,234.2632,0,0,0.0102198995029309,17,0.000803748481230538,,4.09490418799425E-7,,79.5212688471193,,0.0405141035926619,,,,,,,,,,0,5000,-76.5527792333368,,-73.9704685089154,,0.000236789060290879,,0.000803749677175791,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107157.385,4370,234.4575,0,0,0.0102198995029309,17,0.000803224746042155,,4.08545534558303E-7,,79.4688748539382,,0.0404203252295171,,,,,,,,,,0,5000,-76.3099488470925,,-74.0080202959362,,0.000237078953171171,,0.000803225945699224,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107169.14,4370,234.65525,0,0,0.0102198995029309,17,0.000802647421017265,,4.1098669838229E-7,,79.4111206632136,,0.0406615218282341,,,,,,,,,,0,5000,-76.2026681143113,,-73.9652364613329,,0.000236717277090835,,0.000802648617877103,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107181.38,4370,234.8637,0,0,0.0102198995029309,17,0.000802049734086768,,4.06617360059786E-7,,79.3513304904056,,0.0402289026513988,,,,,,,,,,0,5000,-76.3577847187372,,-74.098323706619,,0.000235887644083038,,0.000802050923457601,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107192.93,4370,235.057,0,0,0.0102198995029309,17,0.000801482151582716,,4.15268693891512E-7,,79.2945527588324,,0.0410845042550748,,,,,,,,,,0,5000,-76.1325942205176,,-73.7188890937985,,0.000234897839582111,,0.000801483331828315,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107205.97,4370,235.2638,0,0,0.0102198995029309,17,0.000800844949150228,,4.07649387074083E-7,,79.2308117088538,,0.0403303335034332,,,,,,,,,,0,5000,-76.0892102079586,,-74.2554981363469,,0.000235658821274588,,0.000800846138000492,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107223.415,4370,235.56855,0,0,0.0102198995029309,17,0.000800000036843229,,4.00247542591572E-7,,79.1462946245787,,0.0395975765837842,,,,,,,,,,0,5000,-76.3173425379377,,-74.4664640534022,,0.000235852464714654,,0.000800001228905732,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107235.57,4370,235.76655,0,0,0.0102198995029309,17,0.000799402396136966,,4.07610188622801E-7,,79.0865134614975,,0.0403256491239586,,,,,,,,,,0,5000,-76.5884705765198,,-73.9339031405001,,0.000235919762861083,,0.000799403589771556,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107247.495,4370,235.96005,0,0,0.0102198995029309,17,0.000798811569358556,,4.08025518714116E-7,,79.0274148592029,,0.0403664085392234,,,,,,,,,,0,5000,-76.3038754361834,,-74.0958480987721,,0.000234859563878641,,0.000798812753164051,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107259.33,4370,236.15605,0,0,0.0102198995029309,17,0.000798222231075197,,4.07112833266945E-7,,78.9684661104,,0.0402757873483495,,,,,,,,,,0,5000,-76.777215568631,,-73.9831979127072,,0.0002334464164051,,0.000798223401541203,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107271.36,4370,236.3644,0,0,0.0102198995029309,17,0.000797656236399728,,4.08061925375087E-7,,78.9118532195731,,0.0403693644784282,,,,,,,,,,0,5000,-76.625843223046,,-73.9307281101457,,0.000233790490015526,,0.000797657411151523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107289.95,4370,236.67,0,0,0.0102198995029309,17,0.000796748436538913,,4.15463752733423E-7,,78.8210535578873,,0.041101105901885,,,,,,,,,,0,5000,-76.4042409058681,,-73.728749662183,,0.000234995555742983,,0.000796749624784674,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107302.035,4370,236.87055,0,0,0.0102198995029309,17,0.000796180708595834,,4.06497330644113E-7,,78.7642696194886,,0.0402137569416173,,,,,,,,,,0,5000,-76.0314311114493,,-74.5206226896677,,0.000235082717677691,,0.000796181898571143,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107319.61,4370,237.16605,0,0,0.0102198995029309,17,0.000795325849807507,,4.06870661750682E-7,,78.6787686455246,,0.0402502130321546,,,,,,,,,,0,5000,-76.2984316381124,,-73.7120495620954,,0.000234669437287374,,0.000795327036877047,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107337.505,4370,237.4648,0,0,0.0102198995029309,17,0.000794419303816713,,4.01005484343197E-7,,78.5881002511824,,0.0396694941009935,,,,,,,,,,0,5000,-75.8900167575545,,-74.1086880521852,,0.000235102544683278,,0.000794420496631637,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107349.285,4370,237.6569,0,0,0.0102198995029309,17,0.000793907583328058,,4.01675367642199E-7,,78.5369214208636,,0.0397354808031983,,,,,,,,,,0,5000,-76.01954692774,,-74.281425528667,,0.000234657824397609,,0.000793908772400526,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107367.13,4370,237.9543,0,0,0.0102198995029309,17,0.00079305134800101,,4.02545419414107E-7,,78.4512881639779,,0.0398210779550167,,,,,,,,,,0,5000,-75.9336631236796,,-74.6673314762398,,0.000234026276559324,,0.000793052531958566,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107380.2,4370,238.1726,0,0,0.0102198995029309,17,0.000792424190585636,,4.02634945718433E-7,,78.3885665888367,,0.0398295885226448,,,,,,,,,,0,5000,-76.1391244246405,,-74.2594706451636,,0.000233065171559139,,0.000792425365767906,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107397.555,4370,238.46265,0,0,0.0102198995029309,17,0.000791604527080729,,4.05390959422779E-7,,78.30659425714,,0.0401017636251044,,,,,,,,,,0,5000,-76.233705920009,,-73.8534463437072,,0.000234468457261806,,0.000791605717688672,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107409.265,4370,238.66015,0,0,0.0102198995029309,17,0.000791025188260715,,4.03829550530659E-7,,78.2486572704949,,0.0399469867936583,,,,,,,,,,0,5000,-76.2413922860428,,-74.2140512985082,,0.000233852452934462,,0.000791026373488273,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107421.065,4370,238.8561,0,0,0.0102198995029309,17,0.000790478344174219,,4.06058102359231E-7,,78.1939707845216,,0.0401671330122685,,,,,,,,,,0,5000,-76.7476891630984,,-73.8288357266634,,0.000231282862619385,,0.000790479504300145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107433.125,4370,239.055,0,0,0.0102198995029309,17,0.000789913737390777,,4.01718483043442E-7,,78.1375088307297,,0.0397375476652948,,,,,,,,,,0,5000,-76.5426869145261,,-74.0560428950275,,0.000232761400426087,,0.000789914913236794,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107446.315,4370,239.27195,0,0,0.0102198995029309,17,0.000789219424894122,,4.0483713888238E-7,,78.068077223492,,0.0400456561828761,,,,,,,,,,0,5000,-75.6057631078032,,-74.1738877423439,,0.00023313176368498,,0.000789220605522797,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107463.93,4370,239.5709,0,0,0.0102198995029309,17,0.000788432578900334,,4.08997255472259E-7,,77.9893938333467,,0.0404567252359231,,,,,,,,,,0,5000,-75.8891123476648,,-73.2513168750628,,0.000233156446681563,,0.000788433760957523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107481.58,4370,239.8627,0,0,0.0102198995029309,17,0.000787602030325458,,4.00311171392116E-7,,77.9063421130707,,0.0395970690683905,,,,,,,,,,0,5000,-76.5199216075864,,-74.1619840128829,,0.000233707142919055,,0.000787603219225486,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107493.255,4370,240.05645,0,0,0.0102198995029309,17,0.00078704155309769,,4.01058693848467E-7,,77.8502975873182,,0.0396707034294374,,,,,,,,,,0,5000,-76.3017396007042,,-74.19909812584,,0.000232287692725863,,0.000787042728436112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107505.29,4370,240.25635,0,0,0.0102198995029309,17,0.000786483561925132,,4.02229210284227E-7,,77.794502517373,,0.0397861777159945,,,,,,,,,,0,5000,-76.2975593408022,,-73.6168365088385,,0.000231669249571823,,0.000786484731842882,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107523.795,4370,240.5667,0,0,0.0102198995029309,17,0.000785544870406361,,4.02746427138987E-7,,77.7006421201402,,0.0398368197585963,,,,,,,,,,0,5000,-76.4373211390993,,-74.2082183697442,,0.000231480827431737,,0.000785546039817568,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107541.895,4370,240.8647,0,0,0.0102198995029309,17,0.000784703754258239,,4.02646944667246E-7,,77.6165404234232,,0.0398265163433602,,,,,,,,,,0,5000,-76.2336486753737,,-73.7415808073387,,0.000229836508454001,,0.000784704908350425,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107554.2,4370,241.0747,0,0,0.0102198995029309,17,0.000784168461107386,,4.05104742723767E-7,,77.5630184407551,,0.0400693246524764,,,,,,,,,,0,5000,-76.607018306641,,-74.1044497275143,,0.000229102033732915,,0.000784169608618021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107571.235,4370,241.35615,0,0,0.0102198995029309,17,0.000783320782778002,,3.98631919620129E-7,,77.4782638429032,,0.0394286270599121,,,,,,,,,,0,5000,-76.0398062967097,,-73.6429213298938,,0.000230961870824948,,0.000783321950257127,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107583.33,4370,241.55715,0,0,0.0102198995029309,17,0.000782762708630775,,4.04585858767533E-7,,77.4224662280873,,0.0400172222396986,,,,,,,,,,0,5000,-76.1491278052934,,-73.6724330695186,,0.000228383533344105,,0.00078276385100304,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107595.145,4370,241.75475,0,0,0.0102198995029309,17,0.000782277581783788,,3.98919816270976E-7,,77.3739627632051,,0.0394565329968599,,,,,,,,,,0,5000,-76.2788278098181,,-73.7397652453382,,0.000230122120008988,,0.000782278742334295,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107607.025,4370,241.9537,0,0,0.0102198995029309,17,0.000781679951229617,,3.99238099341834E-7,,77.3142119618705,,0.0394876869469289,,,,,,,,,,0,5000,-76.6237248595656,,-74.1508461568038,,0.000230037885334535,,0.0007816811118173,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107619.155,4370,242.1557,0,0,0.0102198995029309,17,0.000781121377185597,,3.98195878124762E-7,,77.2583669050873,,0.0393842988376233,,,,,,,,,,0,5000,-76.7610409934356,,-74.2354774844462,,0.000229441429793812,,0.000781122532588237,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107632.22,4370,242.3702,0,0,0.0102198995029309,17,0.00078051267763348,,4.00119412752504E-7,,77.1975113894833,,0.039574215655369,,,,,,,,,,0,5000,-76.3420888468094,,-74.0585640398175,,0.000229784348922179,,0.000780513837396148,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107649.89,4370,242.6728,0,0,0.0102198995029309,17,0.000779692583721808,,3.95864590630338E-7,,77.1155230752331,,0.0391529432211228,,,,,,,,,,0,5000,-75.4391016683575,,-74.2498563876721,,0.000229928748885343,,0.000779693746163947,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107661.64,4370,242.86185,0,0,0.0102198995029309,17,0.00077914548349949,,3.99373501377354E-7,,77.0608281495834,,0.039499692943705,,,,,,,,,,0,5000,-75.9112819738281,,-73.6131164077162,,0.000228553732404406,,0.000779146632886482,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19107673.86,4370,243.07025,0,0,0.0102198995029309,17,0.000778577965843019,,3.99635286756153E-7,,77.0040929198249,,0.0395252734370281,,,,,,,,,,0,5000,-76.1529119772093,,-73.77258047021,,0.000229307762301627,,0.000778579123669826,,,,,,,,,,,,,,,,,,,,,,,,,,,
